birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,playerId,positionCode,shootsCatches,skaterFullName,weight
Camrose,CAN,1980-01-13,AB,,,57.0,2.0,1998.0,20002001,72.0,N,Bouck,CAN,8467383,L,L,Tyler Bouck,196.0
Kazan,RUS,1979-05-19,,,,60.0,3.0,1998.0,20002001,75.0,N,Arkhipov,RUS,8467386,C,L,Denis Arkhipov,215.0
Arkhangelsk,RUS,1980-05-12,,,,72.0,3.0,1998.0,20002001,74.0,N,Afanasenkov,RUS,8467397,L,R,Dimitri Afanasenkov,209.0
Brighton,USA,1979-06-09,MA,,,122.0,5.0,1998.0,20032004,75.0,N,Leahy,USA,8467444,R,R,Patrick Leahy,200.0
Minneapolis,USA,1979-07-26,MN,,,187.0,7.0,1998.0,20032004,72.0,N,Westrum,USA,8467488,C,L,Erik Westrum,204.0
Boston,USA,1979-05-11,MA,,,212.0,8.0,1998.0,20022003,72.0,N,Fahey,USA,8467540,D,R,Jim Fahey,205.0
New Haven,USA,1979-05-28,CT,,,254.0,9.0,1998.0,20032004,74.0,N,Hussey,USA,8467564,C,L,Matt Hussey,212.0
Moscow,RUS,1981-02-12,,,,11.0,1.0,1999.0,19992000,73.0,N,Saprykin,RUS,8467884,L,L,Oleg Saprykin,190.0
Espoo,FIN,1981-08-08,,,,41.0,2.0,1999.0,20032004,69.0,N,Salmelainen,FIN,8467914,L,R,Tony Salmelainen,185.0
Laval,CAN,1980-11-02,QC,,,45.0,2.0,1999.0,20012002,77.0,N,Grenier,CAN,8467918,D,L,Martin Grenier,245.0
Ljungby,SWE,1980-06-01,,,,78.0,3.0,1999.0,20022003,72.0,N,Weinhandl,SWE,8467951,R,R,Mattias Weinhandl,195.0
Nitra,SVK,1980-11-13,,,,101.0,4.0,1999.0,20002001,71.0,N,Kolnik,SVK,8467974,R,R,Juraj Kolnik,195.0
Somerville,USA,1979-05-21,MA,,,155.0,5.0,1999.0,20022003,71.0,N,Dimitrakos,USA,8468028,R,R,Niko Dimitrakos,193.0
Basel,CHE,1981-07-21,,,,162.0,6.0,1999.0,20052006,75.0,N,Helbling,CHE,8468035,D,R,Timo Helbling,224.0
Jonkoping,SWE,1981-07-04,,,,163.0,6.0,1999.0,20062007,73.0,N,Melin,SWE,8468036,R,R,Bjorn Melin,205.0
Kladno,CZE,1977-05-31,,,,230.0,8.0,1999.0,20002001,72.0,N,Tenkrat,CZE,8468103,R,R,Petr Tenkrat,201.0
Helsinki,FIN,1979-06-27,,,,245.0,9.0,1999.0,20032004,75.0,N,Santala,FIN,8468118,C,R,Tommi Santala,210.0
Kirkland,CAN,1981-03-09,QC,,,208.0,7.0,2000.0,20022003,69.0,N,Reid,CAN,8468161,C,R,Brandon Reid,180.0
Notre Dame de Lourdes,CAN,1976-09-11,MB,,,,,,20002001,72.0,N,Vigier,CAN,8468443,R,R,Jean-Pierre Vigier,200.0
Penticton,CAN,1978-07-12,BC,,,,,,20012002,72.0,N,Rycroft,CAN,8468466,R,R,Mark Rycroft,192.0
Borlange,SWE,1982-01-02,,,,7.0,1.0,2000.0,20062007,73.0,N,Jonsson,SWE,8468487,D,L,Lars Jonsson,198.0
Murmansk,RUS,1981-12-27,,,,8.0,1.0,2000.0,20012002,78.0,N,Alexeev,RUS,8468488,R,L,Nikita Alexeev,227.0
Kiev,UKR,1982-08-31,,,,17.0,1.0,2000.0,20062007,77.0,N,Mikhnov,UKR,8468497,L,L,Alexei Mikhnov,200.0
Leksand,SWE,1982-04-26,,,,49.0,2.0,2000.0,20062007,75.0,N,Nordqvist,SWE,8468529,C,L,Jonas Nordqvist,202.0
Elektrostal,RUS,1982-01-15,,,,56.0,2.0,2000.0,20032004,72.0,N,Suglobov,RUS,8468536,R,L,Aleksander Suglobov,200.0
České Budějovice,CZE,1982-05-07,,,,64.0,2.0,2000.0,20052006,72.0,N,Novak,CZE,8468544,D,L,Filip Novak,203.0
Montréal,CAN,1982-04-08,QC,,,86.0,3.0,2000.0,20052006,73.0,N,Lehoux,CAN,8468566,C,R,Yanick Lehoux,200.0
Centerville,USA,1978-05-04,MA,,,,,,20052006,69.0,N,Gove,USA,8469132,L,L,David Gove,190.0
Grande Cache,CAN,1978-06-17,AB,,,,,,20002001,73.0,N,Roche,CAN,8469143,D,R,Travis Roche,195.0
Omsk,RUS,1982-11-03,,,,3.0,1.0,2001.0,20022003,75.0,N,Svitov,RUS,8469456,C,L,Alexander Svitov,228.0
Chelyabinsk,RUS,1983-04-17,,,,5.0,1.0,2001.0,20022003,70.0,N,Chistov,RUS,8469458,R,R,Stanislav Chistov,193.0
Ust-Kamenogorsk,KAZ,1983-08-10,,,,25.0,1.0,2001.0,20052006,72.0,N,Perezhogin,KAZ,8469478,R,L,Alexander Perezhogin,211.0
Edmonton,CAN,1983-02-08,AB,,,37.0,2.0,2001.0,20062007,73.0,N,Milroy,CAN,8469489,R,R,Duncan Milroy,196.0
Espoo,FIN,1982-11-13,,,,48.0,2.0,2001.0,20032004,74.0,N,Pihlman,FIN,8469499,L,L,Tuomas Pihlman,215.0
Skalica,SVK,1982-05-13,,,,64.0,3.0,2001.0,20022003,74.0,N,Malec,SVK,8469515,D,L,Tomas Malec,215.0
Thunder Bay,CAN,1983-06-01,ON,,,97.0,3.0,2001.0,20062007,72.0,N,Bois,CAN,8469546,R,R,Danny Bois,196.0
Helsinki,FIN,1983-08-19,,,,108.0,4.0,2001.0,20062007,71.0,N,Maki,FIN,8469557,R,L,Tomi Maki,193.0
Rochester,USA,1982-08-31,MN,,,113.0,4.0,2001.0,20032004,73.0,N,Lampman,USA,8469561,D,L,Bryce Lampman,205.0
Kuopio,FIN,1983-06-29,,,,146.0,5.0,2001.0,20062007,72.0,N,Timonen,FIN,8469593,D,L,Jussi Timonen,200.0
Stockholm,SWE,1980-07-24,,,,225.0,7.0,2001.0,20052006,77.0,N,Printz,SWE,8469668,D,L,David Printz,220.0
Zlinh,CZE,1975-08-18,,,,253.0,8.0,2001.0,20022003,71.0,N,Cajanek,CZE,8469696,C,L,Petr Cajanek,186.0
Oulu,FIN,1978-06-12,,,,271.0,9.0,2001.0,20062007,73.0,N,Lehtonen,FIN,8469714,D,L,Mikko Lehtonen,194.0
Outlook,CAN,1983-09-13,SK,,,198.0,7.0,2003.0,20062007,74.0,N,Stephenson,CAN,8469720,L,L,Shay Stephenson,180.0
Guelph,CAN,1982-05-22,ON,,,,,,20052006,72.0,N,Jacina,CAN,8469805,C,R,Gregory Jacina,203.0
Framingham,USA,1979-04-21,MA,,,,,,20032004,70.0,N,Corazzini,USA,8469847,C,L,Carl Corazzini,182.0
Lac La Biche,CAN,1983-05-08,AB,,,256.0,8.0,2002.0,20052006,74.0,N,Reid,CAN,8470076,R,R,Darren Reid,205.0
Prague,CZE,1984-06-05,,,,16.0,1.0,2002.0,20052006,73.0,N,Klepis,CZE,8470134,C,R,Jakub Klepis,198.0
Zlinh,CZE,1979-11-28,,,,184.0,6.0,2002.0,20052006,74.0,N,Balastik,CZE,8470185,L,L,Jaroslav Balastik,205.0
Duncan,CAN,1983-12-08,BC,,,128.0,4.0,2002.0,20032004,72.0,N,Ellison,CAN,8470244,R,R,Matt Ellison,192.0
Magnitogorsk,RUS,1983-07-29,,,,47.0,2.0,2002.0,20062007,72.0,N,Kaigorodov,RUS,8470267,C,L,Alexei Kaigorodov,194.0
Rantasalmi,FIN,1982-04-19,,,,254.0,8.0,2002.0,20052006,72.0,N,Immonen,FIN,8470282,C,R,Jarkko Immonen,200.0
Madison,USA,1976-08-21,WI,,,,,,20062007,73.0,N,Brooks,USA,8470335,D,R,Alexander Brooks,195.0
Campbell River,CAN,1982-02-22,BC,,,,,,20052006,71.0,N,Germyn,CAN,8470336,C,R,Carsen Germyn,190.0
Strasbourg,CAN,1982-09-28,SK,,,,,,20062007,72.0,N,Schultz,CAN,8470343,R,R,Jesse Schultz,190.0
Bandung,IDN,1983-01-17,,,,,,,20052006,72.0,N,Regehr,CAN,8470346,D,L,Richie Regehr,205.0
Liptovský Mikuláš,SVK,1979-10-05,,,,,,,20022003,69.0,N,Sejna,SVK,8470549,L,L,Peter Sejna,190.0
Ostrov Nad Ohri,CZE,1985-06-27,,,,36.0,2.0,2003.0,20052006,70.0,N,Polak,CZE,8470629,L,L,Vojtech Polak,180.0
Ust-Kamenogorsk,KAZ,1985-02-12,,,,44.0,2.0,2003.0,20052006,72.0,N,Pushkarev,KAZ,8470637,R,R,Konstantin Pushkarev,180.0
St. Fabien,CAN,1985-04-23,QC,,,,,,20062007,71.0,N,Coulombe,CAN,8470935,D,L,Patrick Coulombe,185.0
Kitchener,CAN,1986-02-18,ON,,,241.0,8.0,2004.0,20062007,73.0,N,Card,CAN,8471452,D,R,Mike Card,201.0
Vancouver,CAN,1986-02-12,BC,,,100.0,4.0,2005.0,20062007,73.0,N,Sigalet,CAN,8471765,D,L,Jonathan Sigalet,185.0
Mont-Laurier,CAN,1986-12-08,QC,,,,,,20062007,72.0,N,Bisaillon,CAN,8471911,D,R,Sebastien Bisaillon,205.0
Calgary,CAN,1984-04-20,AB,,,,,,20062007,74.0,N,Hunt,CAN,8472375,D,L,Jamie Hunt,195.0
Zug,CHE,1975-09-06,,,,,,,20062007,71.0,N,Fischer,CHE,8472418,C,L,Patrick Fischer,194.0
Airdrie,CAN,1984-05-12,AB,,,,,,20062007,73.0,N,Campbell,CAN,8473923,D,L,Darcy Campbell,180.0
Stockholm,SWE,1964-05-21,,,,152.0,8.0,1983.0,19871988,74.0,N,Albelin,SWE,8444919,D,L,Tommy Albelin,195.0
Hamilton,CAN,1963-09-29,ON,,,16.0,1.0,1982.0,19821983,76.0,Y,Andreychuk,CAN,8445000,L,R,Dave Andreychuk,225.0
Bramalea,CAN,1969-07-23,ON,,,17.0,1.0,1987.0,19891990,71.0,N,Cassels,CAN,8446003,C,L,Andrew Cassels,178.0
Rouyn,CAN,1969-06-14,QC,,,38.0,2.0,1987.0,19881989,73.0,N,Desjardins,CAN,8446407,D,R,Eric Desjardins,205.0
Calgary,CAN,1968-02-19,AB,,,118.0,6.0,1987.0,19881989,70.0,N,DiMaio,CAN,8446408,R,R,Rob DiMaio,190.0
Windsor,CAN,1969-11-01,ON,,,27.0,2.0,1988.0,19891990,70.0,N,Domi,CAN,8446454,R,R,Tie Domi,213.0
Billerica,USA,1968-08-28,MA,,,17.0,1.0,1986.0,19881989,72.0,N,Fitzgerald,USA,8446830,R,R,Tom Fitzgerald,195.0
Belleville,CAN,1964-08-09,ON,,,117.0,6.0,1984.0,19861987,71.0,Y,Hull,USA,8448091,R,R,Brett Hull,205.0
Corpus Christi,USA,1968-03-03,TX,,,9.0,1.0,1986.0,19871988,72.0,Y,Leetch,USA,8448769,D,L,Brian Leetch,190.0
Montréal,CAN,1965-10-05,QC,,,1.0,1.0,1984.0,19841985,76.0,Y,Lemieux,CAN,8448782,C,R,Mario Lemieux,230.0
Scarborough,CAN,1969-05-01,ON,,,16.0,1.0,1987.0,19881989,73.0,N,Marchment,CAN,8449137,D,L,Bryan Marchment,200.0
Khabarovsk,RUS,1969-02-18,,,,89.0,5.0,1988.0,19891990,72.0,Y,Mogilny,RUS,8449654,R,L,Alexander Mogilny,210.0
Quill Lake,CAN,1968-07-21,SK,,,141.0,7.0,1986.0,19891990,72.0,N,Odelein,CAN,8449957,D,L,Lyle Odelein,212.0
Toronto,CAN,1971-11-24,ON,,,3.0,1.0,1990.0,19901991,77.0,N,Primeau,CAN,8450550,C,L,Keith Primeau,220.0
Montréal,CAN,1966-02-17,QC,,,171.0,9.0,1984.0,19861987,73.0,Y,Robitaille,CAN,8450941,L,L,Luc Robitaille,215.0
Roanoke,USA,1966-12-19,VA,,,32.0,2.0,1985.0,19881989,73.0,N,Weinrich,USA,8452353,D,L,Eric Weinrich,215.0
Clinton,USA,1967-10-01,MA,,,11.0,1.0,1986.0,19871988,73.0,N,Young,USA,8452569,R,R,Scott Young,200.0
Cranbrook,CAN,1965-05-09,BC,,,4.0,1.0,1983.0,19831984,70.0,Y,Yzerman,CAN,8452578,C,R,Steve Yzerman,187.0
Windsor,CAN,1971-03-08,ON,,,32.0,2.0,1989.0,19951996,72.0,N,Boughner,CAN,8455666,D,R,Bob Boughner,205.0
Thunder Bay,CAN,1971-03-16,ON,,,33.0,2.0,1989.0,19931994,71.0,N,Johnson,CAN,8456734,C,L,Greg Johnson,200.0
Moscow,RUS,1970-04-07,,,,158.0,8.0,1990.0,19931994,75.0,N,Karpovtsev,RUS,8456793,D,L,Alexander Karpovtsev,221.0
Sverdlovskurg,RUS,1968-08-30,,,,191.0,10.0,1989.0,19921993,76.0,N,Malakhov,RUS,8457191,D,L,Vladimir Malakhov,230.0
Cranbrook,CAN,1971-02-22,BC,,,9.0,1.0,1989.0,19911992,74.0,N,Marshall,CAN,8457222,D,R,Jason Marshall,200.0
Waltham,USA,1969-02-28,MA,,,110.0,6.0,1987.0,19911992,71.0,N,McEachern,USA,8457297,L,L,Shawn McEachern,200.0
Jihlava,CZE,1971-05-30,,,,23.0,2.0,1990.0,19921993,73.0,N,Slegr,CZE,8458052,D,L,Jiri Slegr,210.0
Prince George,CAN,1972-05-18,BC,,,12.0,1.0,1990.0,19921993,75.0,N,Stevenson,CAN,8458125,R,R,Turner Stevenson,230.0
Ottawa,CAN,1971-12-14,ON,,,47.0,3.0,1990.0,19941995,77.0,N,Therien,CAN,8458202,D,L,Chris Therien,235.0
Toronto,CAN,1969-07-27,ON,,,61.0,3.0,1989.0,19911992,72.0,N,Woolley,CAN,8458454,D,L,Jason Woolley,207.0
Moscow,RUS,1970-10-01,,,,77.0,4.0,1990.0,19921993,73.0,N,Zhamnov,RUS,8458487,C,L,Alexei Zhamnov,204.0
Kamsack,CAN,1973-04-06,SK,,,12.0,1.0,1991.0,19921993,72.0,N,Wright,CAN,8458526,C,R,Tyler Wright,190.0
Skalica,SVK,1972-05-05,,,,26.0,2.0,1991.0,19931994,71.0,N,Palffy,SVK,8458540,R,L,Ziggy Palffy,181.0
Worcester,USA,1973-02-03,MA,,,28.0,2.0,1991.0,19951996,74.0,N,Campbell,USA,8458542,R,R,Jim Campbell,205.0
Lethbridge,CAN,1973-02-11,AB,,,32.0,2.0,1991.0,19951996,75.0,N,Pushor,CAN,8458546,D,R,Jamie Pushor,218.0
Salt Lake City,USA,1972-11-11,UT,,,58.0,3.0,1991.0,19911992,73.0,N,Konowalchuk,USA,8458572,L,L,Steve Konowalchuk,205.0
Radomsko,POL,1972-04-13,,,,106.0,5.0,1991.0,19931994,72.0,N,Czerkawski,POL,8458620,R,R,Mariusz Czerkawski,200.0
Sechelt,CAN,1971-04-17,BC,,,144.0,7.0,1991.0,19941995,72.0,N,Oliver,CAN,8458658,R,R,David Oliver,197.0
Sudbury,CAN,1971-02-24,ON,,,171.0,8.0,1991.0,19931994,73.0,N,Savage,CAN,8458682,L,L,Brian Savage,200.0
Krasnokamsk,RUS,1969-10-01,,,,203.0,10.0,1991.0,19911992,75.0,N,Ulanov,RUS,8458715,D,L,Igor Ulanov,220.0
Cornwall,CAN,1969-01-03,ON,,,,,,19951996,71.0,N,Poapst,CAN,8458838,D,L,Steve Poapst,199.0
Lloydminster,CAN,1971-01-03,AB,,,,,,19931994,77.0,N,Cross,CAN,8458929,D,L,Cory Cross,225.0
Chelyabinsk,RUS,1974-05-22,,,,10.0,1.0,1992.0,19931994,77.0,N,Nazarov,RUS,8458947,L,R,Andrei Nazarov,242.0
Mississauga,CAN,1973-06-09,ON,,,23.0,1.0,1992.0,19941995,73.0,N,Marshall,CAN,8458959,R,R,Grant Marshall,200.0
Montréal,CAN,1974-03-14,QC,,,50.0,3.0,1992.0,19951996,76.0,N,Traverse,CAN,8458986,D,L,Patrick Traverse,210.0
San Bernardino,USA,1974-07-28,CA,,,262.0,11.0,1994.0,19951996,73.0,N,Stevenson,USA,8458996,L,L,Jeremy Stevenson,215.0
Edmonton,CAN,1973-11-10,AB,,,66.0,3.0,1992.0,19951996,75.0,N,Hulse,CAN,8459002,D,R,Cale Hulse,220.0
Sudbury,CAN,1974-02-22,ON,,,74.0,4.0,1992.0,19951996,74.0,N,Gavey,CAN,8459010,C,L,Aaron Gavey,189.0
Montréal,CAN,1974-01-23,QC,,,129.0,6.0,1992.0,19941995,73.0,N,Bouchard,CAN,8459065,D,L,Joel Bouchard,209.0
Stratford,CAN,1972-10-09,ON,,,135.0,6.0,1992.0,19961997,74.0,N,Murray,CAN,8459071,L,L,Rem Murray,195.0
Sault Ste. Marie,CAN,1974-05-14,ON,,,153.0,7.0,1992.0,19941995,76.0,N,Belanger,CAN,8459089,L,L,Ken Belanger,225.0
Simcoe,CAN,1973-02-28,ON,,,173.0,8.0,1992.0,19961997,72.0,N,Vandenbussche,CAN,8459109,R,R,Ryan Vandenbussche,200.0
Hawkesbury,CAN,1972-07-01,ON,,,238.0,10.0,1992.0,19961997,75.0,N,McGillis,CAN,8459174,D,L,Dan McGillis,220.0
Quebec City,CAN,1973-06-21,QC,,,,,,19961997,73.0,N,Rheaume,CAN,8459223,C,L,Pascal Rheaume,210.0
Deer Lake,CAN,1971-01-08,NL,,,,,,19941995,73.0,N,Langdon,CAN,8459391,L,L,Darren Langdon,205.0
Montréal,CAN,1975-02-07,QC,,,1.0,1.0,1993.0,19931994,72.0,N,Daigle,CAN,8459423,R,L,Alexandre Daigle,204.0
Ornskoldsvik,SWE,1975-06-06,,,,8.0,1.0,1993.0,19951996,72.0,N,Sundstrom,SWE,8459430,R,L,Niklas Sundstrom,190.0
Hamilton,CAN,1975-02-17,ON,,,9.0,1.0,1993.0,19941995,72.0,N,Harvey,CAN,8459431,R,R,Todd Harvey,210.0
North York,CAN,1975-05-29,ON,,,17.0,1.0,1993.0,19931994,75.0,N,Allison,CAN,8459439,C,R,Jason Allison,215.0
Lindsay,CAN,1975-05-13,ON,,,44.0,2.0,1993.0,19941995,73.0,N,Allison,CAN,8459466,D,L,Jamie Allison,210.0
Tychy,POL,1973-04-12,,,,65.0,3.0,1993.0,19961997,77.0,N,Oliwa,POL,8459486,L,L,Krzysztof Oliwa,245.0
Montréal,CAN,1975-07-02,QC,,,90.0,4.0,1993.0,19941995,78.0,N,Daze,CAN,8459515,L,L,Eric Daze,235.0
Edmonton,CAN,1975-03-20,AB,,,192.0,8.0,1993.0,19961997,74.0,N,Healey,CAN,8459614,R,R,Paul Healey,198.0
Camrose,CAN,1973-01-06,AB,,,,,,19971998,73.0,N,Ferguson,CAN,8460051,D,L,Scott Ferguson,195.0
Gatineau,CAN,1972-04-13,QC,,,,,,19951996,69.0,N,Martins,CAN,8460484,C,L,Steve Martins,185.0
Kimberley,CAN,1976-04-14,BC,,,8.0,1.0,1994.0,19941995,73.0,N,Wiemer,CAN,8460498,C,L,Jason Wiemer,225.0
Edmonton,CAN,1976-07-06,AB,,,19.0,1.0,1994.0,19971998,76.0,N,Dingman,CAN,8460509,L,L,Chris Dingman,244.0
Itzehoe,DEU,1976-03-22,,,,57.0,3.0,1994.0,19971998,76.0,N,Butenschon,DEU,8460548,D,L,Sven Butenschon,215.0
Vsetin,CZE,1976-04-26,,,,89.0,4.0,1994.0,19951996,72.0,N,Varada,CZE,8460579,R,L,Vaclav Varada,209.0
Hyannis,USA,1975-03-25,MA,,,99.0,4.0,1994.0,19981999,71.0,N,Nickulas,USA,8460588,R,R,Eric Nickulas,206.0
Val-d'Or,CAN,1975-02-15,QC,,,161.0,7.0,1994.0,19981999,73.0,N,Aubin,CAN,8460649,C,L,Serge Aubin,200.0
New Westminster,CAN,1976-02-16,BC,,,166.0,7.0,1994.0,19961997,75.0,N,Forbes,CAN,8460654,L,L,Colin Forbes,220.0
Edmonton,CAN,1975-03-11,AB,,,247.0,10.0,1994.0,19981999,71.0,N,Nash,CAN,8460733,L,L,Tyson Nash,191.0
North Vancouver,CAN,1973-05-28,BC,,,,,,19951996,75.0,N,Simpson,CAN,8460782,D,L,Todd Simpson,220.0
Glace Bay,CAN,1974-05-31,NS,,,,,,20032004,74.0,N,Doull,CAN,8460931,L,L,Doug Doull,216.0
Turku,FIN,1977-07-28,,,,3.0,1.0,1995.0,19951996,75.0,N,Berg,FIN,8462034,D,L,Aki Berg,213.0
Oshawa,CAN,1976-11-05,ON,,,21.0,1.0,1995.0,19961997,75.0,N,Brown,CAN,8462051,D,L,Sean Brown,215.0
Owen Sound,CAN,1976-12-08,ON,,,44.0,2.0,1995.0,20012002,72.0,N,Perrott,CAN,8462072,R,R,Nathan Perrott,225.0
Winnipeg,CAN,1976-11-10,MB,,,55.0,3.0,1995.0,19961997,74.0,N,Leclerc,CAN,8462084,L,L,Mike Leclerc,212.0
Banská Bystrica,SVK,1977-05-24,,,,106.0,5.0,1995.0,19971998,71.0,N,Orszagh,SVK,8462136,L,L,Vladimir Orszagh,195.0
Hradec,CZE,1976-02-05,,,,128.0,5.0,1995.0,19981999,72.0,N,Hrdina,CZE,8462159,C,R,Jan Hrdina,200.0
Central Butte,CAN,1976-10-24,SK,,,150.0,6.0,1995.0,19981999,72.0,N,Wilm,CAN,8462182,C,L,Clarke Wilm,202.0
Fernie,CAN,1976-10-19,BC,,,181.0,7.0,1995.0,19981999,74.0,N,Smith,CAN,8462213,D,L,Dan Smith,200.0
LaSalle,CAN,1976-12-26,ON,,,,,,19981999,72.0,N,Delmore,CAN,8462416,D,R,Andy Delmore,201.0
Blainville,CAN,1978-03-04,QC,,,105.0,4.0,1998.0,20002001,77.0,N,Dagenais,CAN,8465003,R,L,Pierre Dagenais,218.0
Moscow,RUS,1978-07-26,,,,65.0,3.0,1996.0,19981999,77.0,N,Kvasha,RUS,8465018,C,R,Oleg Kvasha,230.0
Surrey,CAN,1979-04-27,BC,,,20.0,1.0,1997.0,20002001,76.0,N,Brown,CAN,8466155,L,L,Mike Brown,225.0
Oshawa,CAN,1979-03-27,ON,,,29.0,2.0,1997.0,20022003,76.0,N,Barney,CAN,8466164,C,R,Scott Barney,225.0
Ottawa,CAN,1979-03-14,ON,,,50.0,2.0,1997.0,20022003,75.0,N,Kavanagh,CAN,8466184,R,R,Pat Kavanagh,200.0
Pardubice,CZE,1978-12-21,,,,76.0,3.0,1997.0,19981999,75.0,N,Sykora,CZE,8466208,C,R,Petr Sykora,206.0
Montréal,CAN,1979-01-26,QC,,,77.0,3.0,1997.0,20002001,73.0,N,Gainey,CAN,8466209,L,L,Steve Gainey,192.0
Peterborough,CAN,1978-11-07,ON,,,100.0,4.0,1997.0,20052006,74.0,N,Ready,CAN,8466230,L,L,Ryan Ready,195.0
Shaker Heights,USA,1978-06-14,OH,,,110.0,5.0,1997.0,20012002,72.0,N,Simon,USA,8466240,L,L,Benjamin Simon,195.0
Toronto,CAN,1979-07-26,ON,,,141.0,6.0,1997.0,20032004,71.0,N,Sarno,CAN,8466271,C,L,Peter Sarno,185.0
Canora,CAN,1978-01-15,SK,,,192.0,8.0,1997.0,20022003,74.0,N,Severson,CAN,8466317,L,L,Cam Severson,220.0
Ornskoldsvik,SWE,1979-06-28,,,,195.0,8.0,1997.0,20052006,72.0,N,Nordgren,SWE,8466320,L,R,Niklas Nordgren,185.0
Skelleftea,SWE,1977-12-27,,,,221.0,9.0,1997.0,20022003,72.0,N,Hedstrom,SWE,8466345,R,L,Jonathan Hedstrom,200.0
Kezmarok,SVK,1976-04-07,,,,,,,19992000,74.0,N,Suchy,SVK,8466443,D,L,Radoslav Suchy,201.0
Mattawan,USA,1973-08-22,MI,,,,,,20052006,71.0,N,Roach,USA,8466995,D,R,Andy Roach,181.0
Atlanta,USA,1980-07-08,GA,,,16.0,1.0,1998.0,20002001,75.0,N,Chouinard,CAN,8467342,C,L,Eric Chouinard,215.0
Lac-St-Charles,CAN,1980-04-29,QC,,,21.0,1.0,1998.0,19992000,78.0,N,Biron,CAN,8467345,D,R,Mathieu Biron,233.0
Horovice,CZE,1980-07-31,,,,25.0,1.0,1998.0,19992000,77.0,N,Fischer,CZE,8467349,D,L,Jiri Fischer,229.0
Princeton,CAN,1980-03-10,BC,,,32.0,2.0,1998.0,20012002,74.0,N,Peat,CAN,8467360,R,R,Stephen Peat,235.0
Toronto,CAN,1980-02-14,ON,,,47.0,2.0,1998.0,20012002,72.0,N,Milley,CAN,8467373,R,R,Norman Milley,211.0
Prague,CZE,1980-03-07,,,,131.0,5.0,1998.0,20002001,75.0,N,Kloucek,CZE,8467450,D,L,Tomas Kloucek,235.0
Halifax,CAN,1980-04-20,NS,,,143.0,5.0,1998.0,20012002,76.0,N,Flinn,CAN,8467461,L,L,Ryan Flinn,235.0
Cervenka,CZE,1980-06-01,,,,208.0,8.0,1998.0,20012002,75.0,N,Svoboda,CZE,8467535,L,L,Jaroslav Svoboda,201.0
Liptovský Mikuláš,SVK,1980-05-17,,,,252.0,9.0,1998.0,20012002,73.0,N,Cibak,SVK,8467557,C,L,Martin Cibak,203.0
Montréal,CAN,1980-08-22,QC,,,253.0,9.0,1998.0,20012002,74.0,N,St. Jacques,CAN,8467558,D,L,Bruno St. Jacques,210.0
Hull,USA,1975-01-20,MA,,,,,,20052006,71.0,N,Healey,USA,8467700,C,L,Eric Healey,201.0
Opocno,CZE,1981-03-23,,,,4.0,1.0,1999.0,20012002,73.0,N,Brendl,CZE,8467877,R,R,Pavel Brendl,204.0
Helsinki,FIN,1981-07-25,,,,13.0,1.0,1999.0,20012002,73.0,N,Rita,FIN,8467886,L,L,Jani Rita,206.0
North Smithfield,USA,1980-07-24,RI,,,14.0,1.0,1999.0,20012002,75.0,N,Jillson,USA,8467887,D,R,Jeff Jillson,215.0
Minsk,BLR,1981-04-17,,,,18.0,1.0,1999.0,20022003,72.0,N,Koltsov,BLR,8467891,L,L,Konstantin Koltsov,218.0
Trencin,SVK,1981-04-09,,,,35.0,2.0,1999.0,20022003,71.0,N,Bartovic,SVK,8467908,R,L,Milan Bartovic,197.0
Brno,CZE,1981-01-14,,,,68.0,3.0,1999.0,20022003,73.0,N,Blatny,CZE,8467941,L,L,Zdenek Blatny,195.0
Moscow,RUS,1981-06-11,,,,66.0,3.0,2001.0,20022003,76.0,N,Fedorov,RUS,8468055,L,L,Fedor Fedorov,240.0
Surrey,CAN,1980-08-12,BC,,,221.0,8.0,1999.0,20052006,72.0,N,Hemingway,CAN,8468094,L,R,Colin Hemingway,170.0
Moscow,RUS,1972-01-30,,,,232.0,8.0,1999.0,20002001,74.0,N,Khavanov,RUS,8468105,D,L,Alexander Khavanov,205.0
Naicam,CAN,1981-02-22,SK,,,,,,20022003,71.0,N,Loyns,CAN,8468150,C,L,Lynn Loyns,205.0
New Haven,USA,1979-01-04,CT,,,,,,20052006,70.0,N,Colley,USA,8468153,R,R,Kevin Colley,181.0
Barnaul,RUS,1982-02-16,,,,10.0,1.0,2000.0,20032004,75.0,N,Yakubov,RUS,8468490,C,L,Mikhail Yakubov,202.0
Karaganda,KAZ,1982-05-05,,,,11.0,1.0,2000.0,20032004,72.0,N,Vorobiev,KAZ,8468491,R,L,Pavel Vorobiev,194.0
Saskatoon,CAN,1981-12-21,SK,,,52.0,2.0,2000.0,20012002,75.0,N,Endicott,CAN,8468532,C,L,Shane Endicott,209.0
Myjava,SVK,1982-02-22,,,,78.0,3.0,2000.0,20032004,72.0,N,Balej,SVK,8468558,R,R,Jozef Balej,195.0
Chicago,USA,1980-08-31,IL,,,137.0,5.0,2000.0,20032004,72.0,N,Stuart,USA,8468617,D,R,Mike Stuart,195.0
St. Paul,USA,1980-05-16,MN,,,154.0,5.0,2000.0,20052006,72.0,N,Koalska,USA,8468634,C,L,Matt Koalska,205.0
