assists,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,gamesPlayed,goals,height,isInHallOfFameYn,lastName,nationalityCode,playerId,points,positionCode,shootsCatches,skaterFullName,weight
2,Olomouc,CZE,1967-02-02,,,,106.0,6.0,1985.0,19891990,10,1,72,N,Latal,CZE,8448677,3,D,L,Jiri Latal,190
21,Glasgow,GBR,1963-04-30,,,,111.0,6.0,1981.0,19841985,76,9,76,N,Smith,GBR,8451558,30,D,L,Steve Smith,215
0,Toronto,CAN,1963-01-05,ON,,,,,,19861987,8,1,74,N,Maguire,CAN,8449037,1,R,R,Kevin Maguire,200
0,Quincy,USA,1968-03-21,MA,,,227.0,11.0,1987.0,19911992,3,0,72,N,Ronan,USA,8457849,0,R,R,Ed Ronan,197
16,Bow Island,CAN,1963-09-21,AB,,,52.0,3.0,1982.0,19831984,76,10,75,N,Loney,CAN,8448841,26,L,L,Troy Loney,209
7,Kamloops,CAN,1959-07-25,BC,,,124.0,6.0,1979.0,19811982,37,0,71,N,Watters,CAN,8452347,7,D,L,Tim Watters,185
5,Fort Frances,CAN,1967-04-16,ON,,,,,,19911992,17,2,73,N,Lindberg,CAN,8457069,7,L,L,Chris Lindberg,190
14,Richmond,CAN,1967-10-14,QC,,,,,,19891990,69,3,74,N,Lefebvre,CAN,8448770,17,D,L,Sylvain Lefebvre,204
0,Edmonton,CAN,1965-07-16,AB,,,71.0,4.0,1983.0,19861987,3,0,75,N,Guy,CAN,8447437,0,D,R,Kevan Guy,202
1,Arvida,CAN,1969-01-25,QC,,,57.0,3.0,1987.0,19891990,12,2,74,N,Maltais,CAN,8449093,3,L,L,Steve Maltais,210
8,Brandon,CAN,1969-06-15,MB,,,80.0,4.0,1988.0,19891990,27,3,70,N,Kennedy,CAN,8448455,11,R,R,Sheldon Kennedy,180
0,Moscow,RUS,1965-12-25,,,,160.0,8.0,1991.0,19911992,7,1,76,N,Mironov,RUS,8458672,1,D,R,Dmitri Mironov,227
9,Rhinelander,USA,1961-03-15,WI,,,61.0,3.0,1980.0,19821983,73,2,75,N,Ludwig,USA,8448845,11,D,L,Craig Ludwig,220
35,Chemainus,CAN,1966-06-18,BC,,,9.0,1.0,1984.0,19841985,73,11,74,N,Bodger,CAN,8445568,46,D,L,Doug Bodger,210
0,Georgetown,CAN,1971-03-30,ON,,,6.0,1.0,1989.0,19911992,5,0,76,N,Bennett,CAN,8455572,0,D,R,Adam Bennett,206
42,Winnipeg,CAN,1968-05-04,MB,,,129.0,7.0,1986.0,19881989,80,21,70,N,Todd,CAN,8451901,63,C,L,Kevin Todd,180
8,Big River,CAN,1961-03-13,SK,,,18.0,1.0,1980.0,19801981,37,5,71,N,Pederson,CAN,8450271,13,C,R,Barry Pederson,185
41,Ottawa,CAN,1959-10-29,ON,,,4.0,1.0,1979.0,19791980,76,40,72,Y,Gartner,CAN,8447067,81,R,R,Mike Gartner,190
2,Calgary,CAN,1967-04-02,AB,,,45.0,3.0,1985.0,19901991,9,0,71,N,O'Connor,CAN,8449939,2,D,L,Myles O'Connor,190
0,Quincy,USA,1968-09-20,MA,,,119.0,6.0,1987.0,19911992,3,0,72,N,Glennon,USA,8456382,0,L,L,Matthew Glennon,185
5,Winnipeg,CAN,1970-06-09,MB,,,31.0,2.0,1988.0,19911992,27,3,72,N,Romaniuk,CAN,8457847,8,L,L,Russ Romaniuk,195
10,Sterling Heights,USA,1965-06-26,MI,,,156.0,8.0,1984.0,19861987,48,7,72,N,Jones,USA,8448366,17,L,L,Brad Jones,195
0,Minnetonka,USA,1957-06-21,MN,,,,,,19871988,1,0,73,N,Martinson,USA,8449281,0,L,L,Steve Martinson,205
0,Kingston,CAN,1966-08-02,ON,,,217.0,11.0,1986.0,19881989,2,0,73,N,Hawkins,CAN,8447693,0,R,R,Todd Hawkins,195
5,Toronto,CAN,1962-01-22,ON,,,80.0,4.0,1980.0,19811982,50,7,73,N,Gilbert,CAN,8447169,12,L,L,Greg Gilbert,195
32,Prince Albert,CAN,1967-01-27,SK,,,11.0,1.0,1985.0,19861987,79,15,74,N,Manson,CAN,8449123,47,D,L,Dave Manson,220
36,Mimico,CAN,1969-01-23,ON,,,2.0,1.0,1987.0,19871988,80,33,75,Y,Shanahan,CAN,8451302,69,L,R,Brendan Shanahan,220
80,Corpus Christi,USA,1968-03-03,TX,,,9.0,1.0,1986.0,19871988,80,22,72,Y,Leetch,USA,8448769,102,D,L,Brian Leetch,190
10,New Hope,USA,1962-09-08,MN,,,,,,19851986,71,4,73,N,Johnson,USA,8448303,14,D,L,Jim Johnson,190
5,Hudson Bay,CAN,1965-05-05,SK,,,,,,19881989,53,4,75,N,Jennings,CAN,8448271,9,D,L,Grant Jennings,200
15,Montréal,CAN,1960-04-27,QC,,,120.0,6.0,1979.0,19811982,72,9,74,N,Krushelnyski,CAN,8448566,24,C,L,Mike Krushelnyski,200
2,Montréal,CAN,1961-09-28,QC,,,81.0,4.0,1980.0,19801981,16,3,68,N,Kasper,CAN,8448411,5,C,L,Steve Kasper,175
18,Edmonton,CAN,1969-11-05,AB,,,98.0,5.0,1989.0,19901991,64,2,73,N,Sutton,CAN,8451805,20,D,L,Ken Sutton,205
5,Beauport,CAN,1969-11-07,QC,,,178.0,9.0,1989.0,19901991,25,3,71,N,Picard,CAN,8450357,8,L,L,Michel Picard,202
0,Montréal,CAN,1968-02-02,QC,,,,,,19911992,5,0,76,N,Courtenay,CAN,8455949,0,R,R,Edward Courtenay,216
12,Espoo,FIN,1968-05-14,,,,,,,19911992,71,7,75,N,Ahola,FIN,8458507,19,D,L,Peter Ahola,205
57,Inverness,CAN,1963-07-11,NS,,,15.0,1.0,1981.0,19811982,72,20,73,Y,MacInnis,CAN,8448960,77,D,R,Al MacInnis,204
2,Kingston,JAM,1965-10-23,,,,,,,19891990,7,1,74,N,Townshend,JAM,8451954,3,L,R,Graeme Townshend,225
4,Redvers,CAN,1963-01-18,SK,,,39.0,2.0,1981.0,19821983,18,2,74,N,Kennedy,CAN,8448449,6,D,R,Dean Kennedy,212
10,Ottawa,CAN,1963-05-29,ON,,,23.0,2.0,1981.0,19811982,75,7,71,N,Loiselle,CAN,8448870,17,C,L,Claude Loiselle,195
24,Warroad,USA,1959-05-12,MN,,,40.0,2.0,1979.0,19791980,78,20,72,N,Christian,USA,8446079,44,R,R,Dave Christian,180
4,Edmonton,CAN,1969-07-23,AB,,,22.0,2.0,1987.0,19881989,42,1,76,N,Miller,CAN,8449608,5,D,L,Brad Miller,220
4,Windsor,CAN,1969-11-01,ON,,,27.0,2.0,1988.0,19891990,42,2,70,N,Domi,CAN,8446454,6,R,R,Tie Domi,213
18,Seaforth,CAN,1967-06-09,ON,,,172.0,9.0,1986.0,19871988,73,10,72,N,McLlwain,CAN,8449488,28,C,L,Dave McLlwain,185
45,New York City,USA,1957-02-26,NY,,,,,,19811982,77,42,69,Y,Mullen,USA,8449743,87,R,R,Joe Mullen,180
3,Toronto,CAN,1966-03-05,ON,,,81.0,4.0,1984.0,19851986,46,3,71,N,Halkidis,CAN,8447458,6,D,L,Bob Halkidis,200
2,Pouce Coupe,CAN,1959-03-18,BC,,,,,,19821983,52,4,72,N,Sykes,CAN,8451828,6,L,L,Phil Sykes,175
3,Calgary,CAN,1960-09-10,AB,,,54.0,3.0,1979.0,19811982,30,1,74,N,Hunter,CAN,8448118,4,R,R,Tim Hunter,200
19,Oshawa,CAN,1959-06-02,ON,,,,,,19801981,56,4,72,N,Huddy,CAN,8448038,23,D,L,Charlie Huddy,210
17,Minneapolis,USA,1966-09-18,MN,,,16.0,1.0,1985.0,19891990,76,19,73,N,Chorske,USA,8446026,36,R,R,Tom Chorske,212
42,Dadesjo,SWE,1966-10-05,,,,81.0,4.0,1985.0,19861987,77,20,72,N,Olausson,SWE,8449971,62,D,R,Fredrik Olausson,198
21,Lappeenranta,FIN,1964-02-20,,,,134.0,7.0,1983.0,19861987,70,4,71,N,Ruuttu,FIN,8451080,25,C,L,Christian Ruuttu,194
18,Detroit,USA,1955-05-28,MI,,,25.0,2.0,1974.0,19791980,42,7,71,Y,Howe,USA,8448002,25,D,L,Mark Howe,185
0,Halifax,CAN,1969-01-12,NS,,,50.0,3.0,1987.0,19891990,19,0,76,N,Russell,CAN,8451073,0,D,L,Cam Russell,200
27,Irkutsk,RUS,1966-07-16,,,,227.0,11.0,1984.0,19901991,66,11,70,N,Tatarinov,RUS,8451840,38,D,L,Mikhail Tatarinov,195
22,Cambridge,CAN,1964-04-28,ON,,,86.0,5.0,1982.0,19851986,62,3,72,N,Shaw,CAN,8451305,25,D,R,Brad Shaw,190
28,Moscow,RUS,1964-01-14,,,,244.0,12.0,1990.0,19911992,73,30,73,N,Nemchinov,RUS,8457491,58,L,L,Sergei Nemchinov,205
7,Sudbury,CAN,1970-02-25,ON,,,22.0,2.0,1988.0,19891990,32,4,75,N,Mallette,CAN,8449094,11,L,L,Troy Mallette,219
2,Thunder Bay,CAN,1960-02-14,ON,,,90.0,5.0,1980.0,19811982,7,1,73,N,Poddubny,CAN,8450483,3,L,L,Walt Poddubny,210
51,Puslinch,CAN,1964-08-02,ON,,,,,,19881989,77,26,70,N,Cullen,CAN,8446251,77,C,R,John Cullen,180
30,Calgary,CAN,1962-07-31,AB,,,57.0,3.0,1980.0,19811982,74,17,73,N,Murray,CAN,8449773,47,C,R,Troy Murray,195
9,Skelleftea,SWE,1962-07-08,,,,30.0,2.0,1981.0,19831984,46,8,72,N,Erixon,SWE,8446712,17,L,L,Jan Erixon,196
2,Terrace,CAN,1966-06-13,BC,,,,,,19891990,19,3,73,N,Kushner,CAN,8448547,5,L,L,Dale Kushner,195
18,Mora,SWE,1968-05-11,,,,127.0,7.0,1986.0,19901991,50,1,71,N,Djoos,SWE,8446455,19,D,R,Per Djoos,176
8,Barrie,CAN,1961-10-14,ON,,,117.0,6.0,1980.0,19811982,48,4,73,N,Anderson,CAN,8444947,12,L,L,Perry Anderson,225
4,Charlottesville,USA,1972-10-22,VA,,,4.0,1.0,1991.0,19911992,17,1,73,N,Lachance,USA,8458518,5,D,L,Scott Lachance,215
0,Robindale,USA,1966-10-20,MN,,,33.0,2.0,1985.0,19901991,6,0,72,N,Richards,USA,8457800,0,D,R,Todd Richards,194
10,Prague,CZE,1968-02-03,,,,77.0,4.0,1986.0,19901991,61,3,74,N,Kucera,CZE,8448543,13,D,R,Frantisek Kucera,215
17,Trochu,CAN,1970-12-05,AB,,,14.0,1.0,1989.0,19891990,66,8,74,N,Haller,CAN,8447477,25,D,L,Kevin Haller,200
47,London,CAN,1967-10-16,ON,,,1.0,1.0,1986.0,19861987,80,35,73,N,Murphy,CAN,8449751,82,R,L,Joe Murphy,201
22,Most,CZE,1966-02-14,,,,5.0,1.0,1984.0,19841985,71,6,73,N,Svoboda,CZE,8451789,28,D,L,Petr Svoboda,183
6,Ufa,RUS,1966-02-11,,,,207.0,10.0,1988.0,19911992,25,5,70,N,Semak,RUS,8457983,11,C,R,Alexander Semak,190
0,Deloraine,CAN,1966-03-21,MB,,,157.0,8.0,1984.0,19861987,24,0,73,N,Agnew,CAN,8444893,0,D,L,Jim Agnew,190
0,Edmonton,CAN,1967-02-04,AB,,,,,,19901991,5,0,75,N,Marcinyshyn,CAN,8449136,0,D,L,Dave Marcinyshyn,210
33,Tecumseh,CAN,1968-04-12,ON,,,22.0,2.0,1986.0,19871988,80,26,72,N,Graves,CAN,8447364,59,L,L,Adam Graves,205
17,Beaver Dam,USA,1963-04-24,WI,,,33.0,2.0,1982.0,19851986,60,10,74,N,Maley,USA,8449095,27,L,L,David Maley,195
1,Edmonton,CAN,1971-07-11,AB,,,2.0,1.0,1989.0,19891990,12,1,73,N,Chyzowski,CAN,8446023,2,L,L,Dave Chyzowski,190
58,Cranbrook,CAN,1965-05-09,BC,,,4.0,1.0,1983.0,19831984,79,45,70,Y,Yzerman,CAN,8452578,103,C,R,Steve Yzerman,187
36,Hamilton,CAN,1967-08-17,ON,,,44.0,3.0,1985.0,19901991,79,23,70,N,Emerson,CAN,8446675,59,R,R,Nelson Emerson,180
1,Campbellton,CAN,1964-01-21,NB,,,,,,19861987,16,6,73,N,Leblanc,CAN,8448765,7,R,L,John Leblanc,190
42,Pointe Gatineau,CAN,1961-02-04,QC,,,3.0,1.0,1980.0,19801981,77,28,70,Y,Savard,CAN,8451146,70,C,R,Denis Savard,175
8,Sudbury,CAN,1961-01-09,ON,,,83.0,4.0,1980.0,19831984,47,1,76,N,Wiemer,CAN,8452449,9,D,L,Jim Wiemer,210
16,St. Mary's,CAN,1971-06-06,ON,,,28.0,2.0,1989.0,19901991,67,15,73,N,Craig,CAN,8446213,31,R,R,Mike Craig,188
1,Cranbrook,CAN,1970-01-08,BC,,,,,,19911992,4,0,74,N,Klemm,CAN,8456852,1,D,R,Jon Klemm,205
24,Scarborough,CAN,1961-02-10,ON,,,39.0,2.0,1980.0,19801981,82,4,73,N,Konroyd,CAN,8448521,28,D,L,Steve Konroyd,203
11,Calgary,CAN,1966-12-09,AB,,,5.0,1.0,1985.0,19851986,70,3,74,N,Murzyn,CAN,8449774,14,D,L,Dana Murzyn,208
5,Melrose,USA,1972-03-28,MA,,,19.0,1.0,1990.0,19911992,17,3,74,N,Tkachuk,USA,8458229,8,L,L,Keith Tkachuk,235
24,Red Deer,CAN,1966-05-09,AB,,,,,,19871988,63,4,76,N,Tinordi,CAN,8451869,28,D,L,Mark Tinordi,213
25,Prelate,CAN,1968-01-14,SK,,,15.0,1.0,1986.0,19891990,58,15,74,N,Pederson,CAN,8450269,40,L,L,Mark Pederson,196
0,Fort St. John,CAN,1964-01-31,BC,,,205.0,11.0,1983.0,19851986,5,0,72,N,Stewart,CAN,8451719,0,L,L,Allan Stewart,195
47,Chicago,USA,1962-01-25,IL,,,40.0,2.0,1981.0,19831984,80,9,72,Y,Chelios,USA,8446053,56,D,R,Chris Chelios,191
25,Toronto,CAN,1965-10-13,ON,,,206.0,10.0,1984.0,19861987,66,10,73,N,Cavallini,CAN,8446014,35,D,L,Paul Cavallini,202
1,Halifax,CAN,1972-11-01,NS,,,18.0,1.0,1991.0,19911992,5,3,75,N,Murray,CAN,8458532,4,R,R,Glen Murray,218
4,Ottawa,CAN,1969-10-27,ON,,,12.0,1.0,1988.0,19881989,25,3,75,N,Foster,CAN,8446936,7,D,L,Corey Foster,204
7,Vancouver,CAN,1967-02-03,BC,,,147.0,7.0,1985.0,19891990,46,2,76,N,Horacek,CAN,8447963,9,L,L,Tony Horacek,210
0,Toronto,CAN,1971-02-21,ON,,,46.0,3.0,1989.0,19911992,3,0,69,N,Cirone,ITA,8455879,0,C,L,Jason Cirone,185
16,Toronto,CAN,1963-09-07,ON,,,12.0,1.0,1981.0,19811982,70,15,69,N,Tanti,CAN,8451858,31,R,L,Tony Tanti,180
1,New Westminster,CAN,1966-04-05,BC,,,,,,19881989,8,1,71,N,Hughes,CAN,8448053,2,L,L,Brent Hughes,195
11,St. Stephen,CAN,1966-08-17,NB,,,166.0,8.0,1984.0,19881989,75,3,70,N,Sweeney,CAN,8451819,14,D,L,Don Sweeney,186
35,Southfield,USA,1968-07-20,MI,,,2.0,1.0,1986.0,19861987,80,34,73,N,Carson,USA,8445979,69,C,R,Jimmy Carson,200
0,Duncan,CAN,1966-06-23,BC,,,,,,19891990,2,0,74,N,Bawa,CAN,8445335,0,C,R,Robin Bawa,214
5,Montréal,CAN,1966-07-22,QC,,,115.0,6.0,1985.0,19911992,15,0,73,N,Hynes,CAN,8456683,5,D,L,Gord Hynes,170
8,Boston,USA,1967-06-22,MA,,,149.0,8.0,1985.0,19901991,54,2,73,N,Stanton,USA,8451657,10,D,R,Paul Stanton,200
9,St. Catharines,CAN,1967-10-21,ON,,,59.0,3.0,1986.0,19881989,47,5,73,N,Berg,CAN,8445424,14,L,L,Bill Berg,205
0,Oshawa,CAN,1968-01-28,ON,,,245.0,12.0,1986.0,19911992,2,0,73,N,Williams,CAN,8458418,0,R,L,Sean Williams,182
38,Bratislava,SVK,1956-09-18,,,,,,,19801981,66,24,73,Y,Stastny,SVK,8451689,62,C,L,Peter Stastny,200
7,Edmonton,CAN,1964-12-05,AB,,,55.0,3.0,1983.0,19841985,66,12,74,N,Berezan,CAN,8445427,19,C,R,Perry Berezan,190
4,Joliet,USA,1963-08-20,IL,,,,,,19881989,65,0,74,N,Cronin,USA,8446243,4,D,L,Shawn Cronin,225
33,Toronto,CAN,1965-04-22,ON,,,41.0,2.0,1983.0,19841985,64,16,71,N,Zezel,CAN,8452685,49,C,L,Peter Zezel,220
10,Sussex,CAN,1963-03-07,NB,,,116.0,6.0,1981.0,19821983,65,7,70,N,Eagles,CAN,8446551,17,L,L,Mike Eagles,195
17,Laval,CAN,1969-09-23,QC,,,183.0,9.0,1989.0,19901991,63,31,68,N,Audette,CAN,8445176,48,R,R,Donald Audette,191
0,Quebec City,CAN,1962-09-21,QC,,,42.0,2.0,1981.0,19821983,1,0,72,N,Dineen,CAN,8446424,0,D,R,Gord Dineen,195
16,Litvinov,CZE,1969-10-25,,,,78.0,4.0,1989.0,19911992,58,12,74,N,Beranek,CZE,8455575,28,L,L,Josef Beranek,195
3,Fort Saskatchewan,CAN,1972-05-08,AB,,,23.0,2.0,1991.0,19911992,2,0,70,N,Whitney,CAN,8458537,3,L,R,Ray Whitney,180
6,Toronto,CAN,1971-11-29,ON,,,14.0,1.0,1990.0,19911992,69,11,73,N,May,CAN,8457261,17,L,L,Brad May,213
23,Chicago,USA,1962-06-16,IL,,,60.0,3.0,1980.0,19811982,55,15,75,N,Fergus,USA,8446807,38,C,L,Tom Fergus,210
1,Wynyard,CAN,1963-03-03,SK,,,209.0,10.0,1981.0,19861987,5,0,74,N,Zemlak,CAN,8452687,1,C,R,Richard Zemlak,190
34,Duncan,CAN,1962-08-18,BC,,,,,,19831984,70,23,73,N,Courtnall,CAN,8446205,57,L,L,Geoff Courtnall,195
22,Dodsland,CAN,1959-03-29,SK,,,15.0,1.0,1979.0,19791980,79,7,71,N,McCrimmon,CAN,8449403,29,D,L,Brad McCrimmon,197
19,Surrey,CAN,1964-06-18,BC,,,80.0,4.0,1982.0,19831984,79,3,74,N,Rouse,CAN,8451022,22,D,R,Bob Rouse,220
4,Stockholm,SWE,1964-05-21,,,,152.0,8.0,1983.0,19871988,19,0,74,N,Albelin,SWE,8444919,4,D,L,Tommy Albelin,195
0,Thunder Bay,CAN,1967-03-11,ON,,,82.0,4.0,1985.0,19871988,10,1,74,N,Houlder,CAN,8447979,1,D,L,Bill Houlder,215
0,Petrolia,CAN,1966-08-18,ON,,,100.0,5.0,1984.0,19861987,7,1,71,N,Dobbin,CAN,8446450,1,R,R,Brian Dobbin,205
8,Sept-Iles,CAN,1968-03-08,QC,,,55.0,3.0,1986.0,19881989,74,1,75,N,Zettler,CAN,8452695,9,D,L,Rob Zettler,202
0,St. Catharines,CAN,1968-12-10,ON,,,82.0,4.0,1987.0,19911992,6,0,75,N,Rymsha,CAN,8457901,0,D,L,Andrew Rymsha,210
6,Maniwaki,CAN,1970-09-07,QC,,,86.0,5.0,1990.0,19901991,65,4,75,N,Odjick,CAN,8449961,10,L,L,Gino Odjick,224
27,Viking,CAN,1963-12-02,AB,,,4.0,1.0,1982.0,19821983,68,19,72,N,Sutter,CAN,8451793,46,C,R,Ron Sutter,180
16,Montréal,CAN,1967-01-25,QC,,,113.0,6.0,1985.0,19881989,80,17,74,N,McKay,CAN,8449450,33,R,R,Randy McKay,210
50,Boston,USA,1970-01-17,MA,,,8.0,1.0,1988.0,19881989,80,53,73,Y,Roenick,USA,8450978,103,C,R,Jeremy Roenick,205
1,Hull,CAN,1969-04-07,QC,,,24.0,2.0,1987.0,19871988,6,0,75,N,Murphy,CAN,8449755,1,C,L,Rob Murphy,205
4,Winnipeg,CAN,1969-08-25,MB,,,47.0,3.0,1987.0,19891990,38,5,73,N,Leach,CAN,8448771,9,R,R,Jamie Leach,205
18,Peterborough,CAN,1966-02-23,ON,,,40.0,2.0,1985.0,19881989,67,19,74,N,Druce,CAN,8446487,37,R,R,John Druce,195
5,Weymouth,USA,1970-06-02,MA,,,163.0,8.0,1988.0,19911992,15,3,71,N,McInnis,USA,8457319,8,L,R,Marty McInnis,184
26,Murmansk,RUS,1967-03-19,,,,221.0,11.0,1989.0,19911992,79,8,72,N,Konstantinov,RUS,8456870,34,D,R,Vladimir Konstantinov,195
1,London,CAN,1970-10-26,ON,,,17.0,1.0,1989.0,19901991,5,0,73,N,Stevenson,CAN,8451718,1,R,R,Shayne Stevenson,190
29,Cambridge,USA,1966-01-16,MA,,,34.0,2.0,1984.0,19851986,78,31,71,N,Leach,USA,8448764,60,R,R,Stephen Leach,199
36,Most,CZE,1963-06-06,,,,73.0,4.0,1982.0,19891990,77,39,75,N,Ruzicka,CZE,8451083,75,C,L,Vladimir Ruzicka,210
1,Gull Lake,CAN,1969-11-03,SK,,,73.0,4.0,1989.0,19891990,67,5,76,N,McKenzie,CAN,8449477,6,L,L,Jim McKenzie,230
3,Edmonton,CAN,1971-04-18,AB,,,88.0,5.0,1990.0,19911992,46,1,77,N,Kordic,CAN,8456874,4,L,L,Dan Kordic,233
3,Oakville,CAN,1966-04-23,ON,,,22.0,2.0,1984.0,19861987,36,1,75,N,Smyth,CAN,8451570,4,D,R,Greg Smyth,212
45,St. Catharines,CAN,1964-09-01,ON,,,2.0,1.0,1982.0,19821983,80,30,71,N,Bellows,CAN,8445417,75,L,R,Brian Bellows,210
13,Souris,CAN,1969-01-12,MB,,,10.0,1.0,1987.0,19881989,46,4,74,N,More,CAN,8449694,17,D,R,Jayson More,210
0,Philadelphia,USA,1960-07-17,PA,,,,,,19861987,50,0,76,N,Caufield,USA,8446013,0,R,R,Jay Caufield,237
55,Rouyn,CAN,1969-08-28,QC,,,1.0,1.0,1987.0,19871988,77,40,73,Y,Turgeon,CAN,8451991,95,C,L,Pierre Turgeon,199
13,Petrolia,CAN,1962-11-12,ON,,,7.0,1.0,1981.0,19811982,63,10,72,N,Hunter,CAN,8448106,23,R,R,Mark Hunter,200
0,Oakville,CAN,1966-10-28,ON,,,158.0,8.0,1986.0,19891990,1,0,73,N,Hoover,CAN,8447957,0,L,L,Ron Hoover,185
57,Winnipeg,CAN,1963-06-14,MB,,,9.0,1.0,1981.0,19831984,80,14,74,N,Patrick,CAN,8450223,71,D,R,James Patrick,198
3,Chicago,USA,1968-05-11,IL,,,186.0,9.0,1987.0,19911992,24,0,71,N,Day,USA,8456023,3,L,L,Joseph Day,180
33,Vancouver,CAN,1960-10-02,BC,,,69.0,4.0,1979.0,19801981,72,24,73,Y,Anderson,CAN,8444945,57,R,L,Glenn Anderson,190
5,High River,CAN,1970-01-25,AB,,,15.0,1.0,1990.0,19901991,17,0,71,N,Greig,CAN,8447383,5,R,R,Mark Greig,190
32,Scarborough,CAN,1964-04-09,ON,,,121.0,6.0,1983.0,19841985,61,27,72,N,Tocchet,CAN,8451925,59,R,R,Rick Tocchet,210
4,Wetaskiwin,CAN,1961-01-07,AB,,,112.0,6.0,1981.0,19821983,47,0,73,N,Buskas,CAN,8445796,4,D,R,Rod Buskas,206
15,Roseau,USA,1965-10-27,MN,,,77.0,4.0,1984.0,19891990,74,13,71,N,Broten,USA,8445736,28,R,R,Paul Broten,190
5,Winnipeg,CAN,1970-06-09,MB,,,31.0,2.0,1988.0,19911992,27,3,72,N,Romaniuk,CAN,8457847,8,L,L,Russ Romaniuk,195
10,Sterling Heights,USA,1965-06-26,MI,,,156.0,8.0,1984.0,19861987,48,7,72,N,Jones,USA,8448366,17,L,L,Brad Jones,195
0,Minnetonka,USA,1957-06-21,MN,,,,,,19871988,1,0,73,N,Martinson,USA,8449281,0,L,L,Steve Martinson,205
0,Kingston,CAN,1966-08-02,ON,,,217.0,11.0,1986.0,19881989,2,0,73,N,Hawkins,CAN,8447693,0,R,R,Todd Hawkins,195
5,Toronto,CAN,1962-01-22,ON,,,80.0,4.0,1980.0,19811982,50,7,73,N,Gilbert,CAN,8447169,12,L,L,Greg Gilbert,195
32,Prince Albert,CAN,1967-01-27,SK,,,11.0,1.0,1985.0,19861987,79,15,74,N,Manson,CAN,8449123,47,D,L,Dave Manson,220
36,Mimico,CAN,1969-01-23,ON,,,2.0,1.0,1987.0,19871988,80,33,75,Y,Shanahan,CAN,8451302,69,L,R,Brendan Shanahan,220
80,Corpus Christi,USA,1968-03-03,TX,,,9.0,1.0,1986.0,19871988,80,22,72,Y,Leetch,USA,8448769,102,D,L,Brian Leetch,190
10,New Hope,USA,1962-09-08,MN,,,,,,19851986,71,4,73,N,Johnson,USA,8448303,14,D,L,Jim Johnson,190
10,Toronto,CAN,1971-11-24,ON,,,3.0,1.0,1990.0,19901991,35,6,77,N,Primeau,CAN,8450550,16,C,L,Keith Primeau,220
9,Ste-Agathe-des-Monts,CAN,1967-01-11,QC,,,70.0,4.0,1986.0,19871988,72,13,72,N,Stern,CAN,8451709,22,R,R,Ronnie Stern,200
18,Shawinigan,CAN,1970-06-05,QC,,,7.0,1.0,1988.0,19881989,68,11,71,N,Gelinas,CAN,8447091,29,L,L,Martin Gelinas,202
0,Cochenour,CAN,1967-10-03,ON,,,134.0,7.0,1986.0,19881989,10,1,73,N,Vermette,CAN,8452221,1,R,R,Mark Vermette,203
15,Flin Flon,CAN,1964-08-22,MB,,,89.0,5.0,1982.0,19831984,74,11,70,N,Evason,CAN,8446743,26,C,R,Dean Evason,180
1,Barrie,CAN,1965-01-14,ON,,,42.0,2.0,1983.0,19831984,3,0,73,N,Johnston,CAN,8448328,1,R,R,Greg Johnston,205
1,St. Catharines,CAN,1967-04-19,ON,,,117.0,6.0,1987.0,19911992,22,0,73,N,Robinson,CAN,8457824,1,D,L,Robert Robinson,214
0,Prince Albert,CAN,1969-05-15,SK,,,79.0,4.0,1989.0,19911992,1,0,72,N,Nelson,CAN,8457490,0,D,L,Todd Nelson,201
2,Grande Cache,CAN,1973-06-15,AB,,,22.0,1.0,1991.0,19911992,5,0,71,N,McAmmond,CAN,8458536,2,C,L,Dean McAmmond,195
34,Dearborn,USA,1966-03-21,MI,,,4.0,1.0,1984.0,19841985,78,17,75,N,Iafrate,USA,8448124,51,D,L,Al Iafrate,240
19,Levack,CAN,1955-12-04,ON,,,210.0,15.0,1975.0,19771978,77,10,72,N,Taylor,CAN,8451866,29,R,R,Dave Taylor,195
8,Boston,USA,1958-02-09,MA,,,231.0,19.0,1978.0,19791980,56,6,72,N,Nilan,USA,8449883,14,R,R,Chris Nilan,205
0,Burnaby,CAN,1969-09-10,BC,,,5.0,1.0,1987.0,19871988,7,0,74,N,Joseph,CAN,8448380,0,D,R,Chris Joseph,211
5,Edmonton,CAN,1972-05-13,AB,,,7.0,1.0,1990.0,19911992,18,1,73,N,Sydor,CAN,8458172,6,D,L,Darryl Sydor,211
8,Prince George,CAN,1967-06-01,BC,,,167.0,8.0,1986.0,19891990,67,3,75,N,Baron,CAN,8445266,11,D,L,Murray Baron,236
31,Belfast,GBR,1972-02-12,,,,1.0,1.0,1990.0,19901991,75,42,73,N,Nolan,CAN,8449895,73,R,R,Owen Nolan,214
7,Laval,CAN,1966-08-20,QC,,,57.0,3.0,1984.0,19851986,65,4,72,N,Finn,CAN,8446825,11,D,L,Steven Finn,198
42,Prague,CZE,1966-08-16,,,,209.0,10.0,1984.0,19881989,74,18,72,N,Volek,CZE,8452239,60,L,L,David Volek,190
10,Oshawa,CAN,1971-03-08,ON,,,12.0,1.0,1989.0,19911992,47,14,75,N,Pearson,CAN,8457640,24,R,R,Rob Pearson,206
